time (ms),grandi (cai),time (ms),grandi (cass),time (ms),grandi (cad)
457.1,0.00011319,457.1,0.000149944,457.1,0.00021274
457.2,0.000113175,457.2,0.000149922,457.2,0.000212725
457.3,0.00011316,457.3,0.000149899,457.3,0.00021271
457.4,0.000113145,457.4,0.000149877,457.4,0.000212695
457.5,0.00011313,457.5,0.000149855,457.5,0.00021268
457.6,0.000113116,457.6,0.000149832,457.6,0.000212665
457.7,0.000113101,457.7,0.00014981,457.7,0.00021265
457.8,0.000113086,457.8,0.000149788,457.8,0.000212635
457.9,0.000113071,457.9,0.000149766,457.9,0.00021262
458,0.000113056,458,0.000149743,458,0.000212605
458.1,0.000113041,458.1,0.000149721,458.1,0.00021259
458.2,0.000113027,458.2,0.000149699,458.2,0.000212575
458.3,0.000113012,458.3,0.000149677,458.3,0.00021256
458.4,0.000112997,458.4,0.000149654,458.4,0.000212545
458.5,0.000112982,458.5,0.000149632,458.5,0.00021253
458.6,0.000112968,458.6,0.00014961,458.6,0.000212515
458.7,0.000112953,458.7,0.000149588,458.7,0.0002125
458.8,0.000112938,458.8,0.000149566,458.8,0.000212485
458.9,0.000112923,458.9,0.000149544,458.9,0.00021247
459,0.000112909,459,0.000149521,459,0.000212455
459.1,0.000112894,459.1,0.000149499,459.1,0.00021244
459.2,0.000112879,459.2,0.000149477,459.2,0.000212425
459.3,0.000112865,459.3,0.000149455,459.3,0.000212411
459.4,0.00011285,459.4,0.000149433,459.4,0.000212396
459.5,0.000112835,459.5,0.000149411,459.5,0.000212381
459.6,0.000112821,459.6,0.000149389,459.6,0.000212366
459.7,0.000112806,459.7,0.000149367,459.7,0.000212351
459.8,0.000112791,459.8,0.000149345,459.8,0.000212336
459.9,0.000112777,459.9,0.000149323,459.9,0.000212322
460,0.000112762,460,0.000149301,460,0.000212307
460.1,0.000112747,460.1,0.000149279,460.1,0.000212292
460.2,0.000112733,460.2,0.000149257,460.2,0.000212277
460.3,0.000112718,460.3,0.000149235,460.3,0.000212262
460.4,0.000112704,460.4,0.000149213,460.4,0.000212248
460.5,0.000112689,460.5,0.000149192,460.5,0.000212233
460.6,0.000112674,460.6,0.00014917,460.6,0.000212218
460.7,0.00011266,460.7,0.000149148,460.7,0.000212203
460.8,0.000112645,460.8,0.000149126,460.8,0.000212189
460.9,0.000112631,460.9,0.000149104,460.9,0.000212174
461,0.000112616,461,0.000149082,461,0.000212159
461.1,0.000112602,461.1,0.000149061,461.1,0.000212145
461.2,0.000112587,461.2,0.000149039,461.2,0.00021213
461.3,0.000112573,461.3,0.000149017,461.3,0.000212115
461.4,0.000112558,461.4,0.000148995,461.4,0.000212101
461.5,0.000112544,461.5,0.000148973,461.5,0.000212086
461.6,0.000112529,461.6,0.000148952,461.6,0.000212071
461.7,0.000112515,461.7,0.00014893,461.7,0.000212057
461.8,0.0001125,461.8,0.000148908,461.8,0.000212042
461.9,0.000112486,461.9,0.000148887,461.9,0.000212027
462,0.000112471,462,0.000148865,462,0.000212013
462.1,0.000112457,462.1,0.000148843,462.1,0.000211998
462.2,0.000112443,462.2,0.000148822,462.2,0.000211984
462.3,0.000112428,462.3,0.0001488,462.3,0.000211969
462.4,0.000112414,462.4,0.000148778,462.4,0.000211955
462.5,0.000112399,462.5,0.000148757,462.5,0.00021194
462.6,0.000112385,462.6,0.000148735,462.6,0.000211925
462.7,0.000112371,462.7,0.000148714,462.7,0.000211911
462.8,0.000112356,462.8,0.000148692,462.8,0.000211896
462.9,0.000112342,462.9,0.000148671,462.9,0.000211882
463,0.000112327,463,0.000148649,463,0.000211867
463.1,0.000112313,463.1,0.000148628,463.1,0.000211853
463.2,0.000112299,463.2,0.000148606,463.2,0.000211838
463.3,0.000112284,463.3,0.000148585,463.3,0.000211824
463.4,0.00011227,463.4,0.000148563,463.4,0.00021181
463.5,0.000112256,463.5,0.000148542,463.5,0.000211795
463.6,0.000112241,463.6,0.00014852,463.6,0.000211781
463.7,0.000112227,463.7,0.000148499,463.7,0.000211766
463.8,0.000112213,463.8,0.000148477,463.8,0.000211752
463.9,0.000112199,463.9,0.000148456,463.9,0.000211737
464,0.000112184,464,0.000148435,464,0.000211723
464.1,0.00011217,464.1,0.000148413,464.1,0.000211709
464.2,0.000112156,464.2,0.000148392,464.2,0.000211694
464.3,0.000112142,464.3,0.00014837,464.3,0.00021168
464.4,0.000112127,464.4,0.000148349,464.4,0.000211666
464.5,0.000112113,464.5,0.000148328,464.5,0.000211651
464.6,0.000112099,464.6,0.000148307,464.6,0.000211637
464.7,0.000112085,464.7,0.000148285,464.7,0.000211623
464.8,0.000112071,464.8,0.000148264,464.8,0.000211608
464.9,0.000112056,464.9,0.000148243,464.9,0.000211594
465,0.000112042,465,0.000148221,465,0.00021158
465.1,0.000112028,465.1,0.0001482,465.1,0.000211565
465.2,0.000112014,465.2,0.000148179,465.2,0.000211551
465.3,0.000112,465.3,0.000148158,465.3,0.000211537
465.4,0.000111986,465.4,0.000148137,465.4,0.000211523
465.5,0.000111971,465.5,0.000148115,465.5,0.000211508
465.6,0.000111957,465.6,0.000148094,465.6,0.000211494
465.7,0.000111943,465.7,0.000148073,465.7,0.00021148
465.8,0.000111929,465.8,0.000148052,465.8,0.000211466
465.9,0.000111915,465.9,0.000148031,465.9,0.000211451
466,0.000111901,466,0.00014801,466,0.000211437
466.1,0.000111887,466.1,0.000147989,466.1,0.000211423
466.2,0.000111873,466.2,0.000147968,466.2,0.000211409
466.3,0.000111859,466.3,0.000147947,466.3,0.000211395
466.4,0.000111845,466.4,0.000147926,466.4,0.000211381
466.5,0.000111831,466.5,0.000147905,466.5,0.000211366
466.6,0.000111817,466.6,0.000147884,466.6,0.000211352
466.7,0.000111802,466.7,0.000147863,466.7,0.000211338
466.8,0.000111788,466.8,0.000147842,466.8,0.000211324
466.9,0.000111774,466.9,0.000147821,466.9,0.00021131
467,0.00011176,467,0.0001478,467,0.000211296
467.1,0.000111746,467.1,0.000147779,467.1,0.000211282
467.2,0.000111732,467.2,0.000147758,467.2,0.000211268
467.3,0.000111718,467.3,0.000147737,467.3,0.000211254
467.4,0.000111705,467.4,0.000147716,467.4,0.00021124
467.5,0.000111691,467.5,0.000147695,467.5,0.000211226
467.6,0.000111677,467.6,0.000147674,467.6,0.000211212
467.7,0.000111663,467.7,0.000147653,467.7,0.000211198
467.8,0.000111649,467.8,0.000147632,467.8,0.000211184
467.9,0.000111635,467.9,0.000147612,467.9,0.00021117
468,0.000111621,468,0.000147591,468,0.000211156
468.1,0.000111607,468.1,0.00014757,468.1,0.000211142
468.2,0.000111593,468.2,0.000147549,468.2,0.000211128
468.3,0.000111579,468.3,0.000147528,468.3,0.000211114
468.4,0.000111565,468.4,0.000147508,468.4,0.0002111
468.5,0.000111551,468.5,0.000147487,468.5,0.000211086
468.6,0.000111538,468.6,0.000147466,468.6,0.000211072
468.7,0.000111524,468.7,0.000147445,468.7,0.000211058
468.8,0.00011151,468.8,0.000147425,468.8,0.000211044
468.9,0.000111496,468.9,0.000147404,468.9,0.00021103
469,0.000111482,469,0.000147383,469,0.000211016
469.1,0.000111468,469.1,0.000147363,469.1,0.000211002
469.2,0.000111455,469.2,0.000147342,469.2,0.000210988
469.3,0.000111441,469.3,0.000147321,469.3,0.000210974
469.4,0.000111427,469.4,0.000147301,469.4,0.000210961
469.5,0.000111413,469.5,0.00014728,469.5,0.000210947
469.6,0.000111399,469.6,0.000147259,469.6,0.000210933
469.7,0.000111386,469.7,0.000147239,469.7,0.000210919
469.8,0.000111372,469.8,0.000147218,469.8,0.000210905
469.9,0.000111358,469.9,0.000147198,469.9,0.000210891
470,0.000111344,470,0.000147177,470,0.000210878
470.1,0.000111331,470.1,0.000147157,470.1,0.000210864
470.2,0.000111317,470.2,0.000147136,470.2,0.00021085
470.3,0.000111303,470.3,0.000147116,470.3,0.000210836
470.4,0.000111289,470.4,0.000147095,470.4,0.000210823
470.5,0.000111276,470.5,0.000147075,470.5,0.000210809
470.6,0.000111262,470.6,0.000147054,470.6,0.000210795
470.7,0.000111248,470.7,0.000147034,470.7,0.000210781
470.8,0.000111235,470.8,0.000147013,470.8,0.000210768
470.9,0.000111221,470.9,0.000146993,470.9,0.000210754
471,0.000111207,471,0.000146972,471,0.00021074
471.1,0.000111194,471.1,0.000146952,471.1,0.000210726
471.2,0.00011118,471.2,0.000146932,471.2,0.000210713
471.3,0.000111166,471.3,0.000146911,471.3,0.000210699
471.4,0.000111153,471.4,0.000146891,471.4,0.000210685
471.5,0.000111139,471.5,0.000146871,471.5,0.000210672
471.6,0.000111126,471.6,0.00014685,471.6,0.000210658
471.7,0.000111112,471.7,0.00014683,471.7,0.000210645
471.8,0.000111098,471.8,0.00014681,471.8,0.000210631
471.9,0.000111085,471.9,0.000146789,471.9,0.000210617
472,0.000111071,472,0.000146769,472,0.000210604
472.1,0.000111058,472.1,0.000146749,472.1,0.00021059
472.2,0.000111044,472.2,0.000146729,472.2,0.000210576
472.3,0.000111031,472.3,0.000146708,472.3,0.000210563
472.4,0.000111017,472.4,0.000146688,472.4,0.000210549
472.5,0.000111003,472.5,0.000146668,472.5,0.000210536
472.6,0.00011099,472.6,0.000146648,472.6,0.000210522
472.7,0.000110976,472.7,0.000146627,472.7,0.000210509
472.8,0.000110963,472.8,0.000146607,472.8,0.000210495
472.9,0.000110949,472.9,0.000146587,472.9,0.000210482
473,0.000110936,473,0.000146567,473,0.000210468
473.1,0.000110922,473.1,0.000146547,473.1,0.000210455
473.2,0.000110909,473.2,0.000146527,473.2,0.000210441
473.3,0.000110896,473.3,0.000146507,473.3,0.000210428
473.4,0.000110882,473.4,0.000146487,473.4,0.000210414
473.5,0.000110869,473.5,0.000146466,473.5,0.000210401
473.6,0.000110855,473.6,0.000146446,473.6,0.000210387
473.7,0.000110842,473.7,0.000146426,473.7,0.000210374
473.8,0.000110828,473.8,0.000146406,473.8,0.00021036
473.9,0.000110815,473.9,0.000146386,473.9,0.000210347
474,0.000110801,474,0.000146366,474,0.000210333
474.1,0.000110788,474.1,0.000146346,474.1,0.00021032
474.2,0.000110775,474.2,0.000146326,474.2,0.000210307
474.3,0.000110761,474.3,0.000146306,474.3,0.000210293
474.4,0.000110748,474.4,0.000146286,474.4,0.00021028
474.5,0.000110735,474.5,0.000146266,474.5,0.000210266
474.6,0.000110721,474.6,0.000146246,474.6,0.000210253
474.7,0.000110708,474.7,0.000146227,474.7,0.00021024
474.8,0.000110695,474.8,0.000146207,474.8,0.000210226
474.9,0.000110681,474.9,0.000146187,474.9,0.000210213
475,0.000110668,475,0.000146167,475,0.0002102
475.1,0.000110655,475.1,0.000146147,475.1,0.000210186
475.2,0.000110641,475.2,0.000146127,475.2,0.000210173
475.3,0.000110628,475.3,0.000146107,475.3,0.00021016
475.4,0.000110615,475.4,0.000146087,475.4,0.000210146
475.5,0.000110601,475.5,0.000146068,475.5,0.000210133
475.6,0.000110588,475.6,0.000146048,475.6,0.00021012
475.7,0.000110575,475.7,0.000146028,475.7,0.000210107
475.8,0.000110562,475.8,0.000146008,475.8,0.000210093
475.9,0.000110548,475.9,0.000145988,475.9,0.00021008
476,0.000110535,476,0.000145969,476,0.000210067
476.1,0.000110522,476.1,0.000145949,476.1,0.000210054
476.2,0.000110509,476.2,0.000145929,476.2,0.00021004
476.3,0.000110495,476.3,0.00014591,476.3,0.000210027
476.4,0.000110482,476.4,0.00014589,476.4,0.000210014
476.5,0.000110469,476.5,0.00014587,476.5,0.000210001
476.6,0.000110456,476.6,0.00014585,476.6,0.000209988
476.7,0.000110443,476.7,0.000145831,476.7,0.000209974
476.8,0.000110429,476.8,0.000145811,476.8,0.000209961
476.9,0.000110416,476.9,0.000145791,476.9,0.000209948
477,0.000110403,477,0.000145772,477,0.000209935
477.1,0.00011039,477.1,0.000145752,477.1,0.000209922
477.2,0.000110377,477.2,0.000145733,477.2,0.000209909
477.3,0.000110364,477.3,0.000145713,477.3,0.000209896
477.4,0.00011035,477.4,0.000145693,477.4,0.000209882
477.5,0.000110337,477.5,0.000145674,477.5,0.000209869
477.6,0.000110324,477.6,0.000145654,477.6,0.000209856
477.7,0.000110311,477.7,0.000145635,477.7,0.000209843
477.8,0.000110298,477.8,0.000145615,477.8,0.00020983
477.9,0.000110285,477.9,0.000145596,477.9,0.000209817
478,0.000110272,478,0.000145576,478,0.000209804
478.1,0.000110259,478.1,0.000145557,478.1,0.000209791
478.2,0.000110246,478.2,0.000145537,478.2,0.000209778
478.3,0.000110233,478.3,0.000145518,478.3,0.000209765
478.4,0.00011022,478.4,0.000145498,478.4,0.000209752
478.5,0.000110207,478.5,0.000145479,478.5,0.000209739
478.6,0.000110193,478.6,0.00014546,478.6,0.000209726
478.7,0.00011018,478.7,0.00014544,478.7,0.000209713
478.8,0.000110167,478.8,0.000145421,478.8,0.0002097
478.9,0.000110154,478.9,0.000145401,478.9,0.000209687
479,0.000110141,479,0.000145382,479,0.000209674
479.1,0.000110128,479.1,0.000145363,479.1,0.000209661
479.2,0.000110115,479.2,0.000145343,479.2,0.000209648
479.3,0.000110102,479.3,0.000145324,479.3,0.000209635
479.4,0.000110089,479.4,0.000145305,479.4,0.000209622
479.5,0.000110077,479.5,0.000145285,479.5,0.000209609
479.6,0.000110064,479.6,0.000145266,479.6,0.000209596
479.7,0.000110051,479.7,0.000145247,479.7,0.000209583
479.8,0.000110038,479.8,0.000145227,479.8,0.00020957
479.9,0.000110025,479.9,0.000145208,479.9,0.000209557
480,0.000110012,480,0.000145189,480,0.000209545
480.1,0.000109999,480.1,0.00014517,480.1,0.000209532
480.2,0.000109986,480.2,0.00014515,480.2,0.000209519
480.3,0.000109973,480.3,0.000145131,480.3,0.000209506
480.4,0.00010996,480.4,0.000145112,480.4,0.000209493
480.5,0.000109947,480.5,0.000145093,480.5,0.00020948
480.6,0.000109934,480.6,0.000145074,480.6,0.000209467
480.7,0.000109922,480.7,0.000145055,480.7,0.000209455
480.8,0.000109909,480.8,0.000145035,480.8,0.000209442
480.9,0.000109896,480.9,0.000145016,480.9,0.000209429
481,0.000109883,481,0.000144997,481,0.000209416
481.1,0.00010987,481.1,0.000144978,481.1,0.000209403
481.2,0.000109857,481.2,0.000144959,481.2,0.000209391
481.3,0.000109845,481.3,0.00014494,481.3,0.000209378
481.4,0.000109832,481.4,0.000144921,481.4,0.000209365
481.5,0.000109819,481.5,0.000144902,481.5,0.000209352
481.6,0.000109806,481.6,0.000144883,481.6,0.00020934
481.7,0.000109793,481.7,0.000144864,481.7,0.000209327
481.8,0.000109781,481.8,0.000144845,481.8,0.000209314
481.9,0.000109768,481.9,0.000144826,481.9,0.000209301
482,0.000109755,482,0.000144807,482,0.000209289
482.1,0.000109742,482.1,0.000144788,482.1,0.000209276
482.2,0.000109729,482.2,0.000144769,482.2,0.000209263
482.3,0.000109717,482.3,0.00014475,482.3,0.000209251
482.4,0.000109704,482.4,0.000144731,482.4,0.000209238
482.5,0.000109691,482.5,0.000144712,482.5,0.000209225
482.6,0.000109679,482.6,0.000144693,482.6,0.000209213
482.7,0.000109666,482.7,0.000144674,482.7,0.0002092
482.8,0.000109653,482.8,0.000144655,482.8,0.000209187
482.9,0.00010964,482.9,0.000144636,482.9,0.000209175
483,0.000109628,483,0.000144617,483,0.000209162
483.1,0.000109615,483.1,0.000144598,483.1,0.00020915
483.2,0.000109602,483.2,0.00014458,483.2,0.000209137
483.3,0.00010959,483.3,0.000144561,483.3,0.000209124
483.4,0.000109577,483.4,0.000144542,483.4,0.000209112
483.5,0.000109564,483.5,0.000144523,483.5,0.000209099
483.6,0.000109552,483.6,0.000144504,483.6,0.000209087
483.7,0.000109539,483.7,0.000144485,483.7,0.000209074
483.8,0.000109527,483.8,0.000144467,483.8,0.000209061
483.9,0.000109514,483.9,0.000144448,483.9,0.000209049
484,0.000109501,484,0.000144429,484,0.000209036
484.1,0.000109489,484.1,0.00014441,484.1,0.000209024
484.2,0.000109476,484.2,0.000144392,484.2,0.000209011
484.3,0.000109464,484.3,0.000144373,484.3,0.000208999
484.4,0.000109451,484.4,0.000144354,484.4,0.000208986
484.5,0.000109438,484.5,0.000144336,484.5,0.000208974
484.6,0.000109426,484.6,0.000144317,484.6,0.000208961
484.7,0.000109413,484.7,0.000144298,484.7,0.000208949
484.8,0.000109401,484.8,0.00014428,484.8,0.000208936
484.9,0.000109388,484.9,0.000144261,484.9,0.000208924
485,0.000109376,485,0.000144242,485,0.000208911
485.1,0.000109363,485.1,0.000144224,485.1,0.000208899
485.2,0.000109351,485.2,0.000144205,485.2,0.000208887
485.3,0.000109338,485.3,0.000144186,485.3,0.000208874
485.4,0.000109326,485.4,0.000144168,485.4,0.000208862
485.5,0.000109313,485.5,0.000144149,485.5,0.000208849
485.6,0.000109301,485.6,0.000144131,485.6,0.000208837
485.7,0.000109288,485.7,0.000144112,485.7,0.000208824
485.8,0.000109276,485.8,0.000144094,485.8,0.000208812
485.9,0.000109263,485.9,0.000144075,485.9,0.0002088
486,0.000109251,486,0.000144057,486,0.000208787
486.1,0.000109238,486.1,0.000144038,486.1,0.000208775
486.2,0.000109226,486.2,0.00014402,486.2,0.000208763
486.3,0.000109213,486.3,0.000144001,486.3,0.00020875
486.4,0.000109201,486.4,0.000143983,486.4,0.000208738
486.5,0.000109189,486.5,0.000143964,486.5,0.000208726
486.6,0.000109176,486.6,0.000143946,486.6,0.000208713
486.7,0.000109164,486.7,0.000143927,486.7,0.000208701
486.8,0.000109151,486.8,0.000143909,486.8,0.000208689
486.9,0.000109139,486.9,0.00014389,486.9,0.000208676
487,0.000109127,487,0.000143872,487,0.000208664
487.1,0.000109114,487.1,0.000143854,487.1,0.000208652
487.2,0.000109102,487.2,0.000143835,487.2,0.000208639
487.3,0.000109089,487.3,0.000143817,487.3,0.000208627
487.4,0.000109077,487.4,0.000143799,487.4,0.000208615
487.5,0.000109065,487.5,0.00014378,487.5,0.000208603
487.6,0.000109052,487.6,0.000143762,487.6,0.00020859
487.7,0.00010904,487.7,0.000143744,487.7,0.000208578
487.8,0.000109028,487.8,0.000143725,487.8,0.000208566
487.9,0.000109015,487.9,0.000143707,487.9,0.000208554
488,0.000109003,488,0.000143689,488,0.000208542
488.1,0.000108991,488.1,0.00014367,488.1,0.000208529
488.2,0.000108979,488.2,0.000143652,488.2,0.000208517
488.3,0.000108966,488.3,0.000143634,488.3,0.000208505
488.4,0.000108954,488.4,0.000143616,488.4,0.000208493
488.5,0.000108942,488.5,0.000143597,488.5,0.000208481
488.6,0.000108929,488.6,0.000143579,488.6,0.000208469
488.7,0.000108917,488.7,0.000143561,488.7,0.000208456
488.8,0.000108905,488.8,0.000143543,488.8,0.000208444
488.9,0.000108893,488.9,0.000143525,488.9,0.000208432
489,0.00010888,489,0.000143506,489,0.00020842
489.1,0.000108868,489.1,0.000143488,489.1,0.000208408
489.2,0.000108856,489.2,0.00014347,489.2,0.000208396
489.3,0.000108844,489.3,0.000143452,489.3,0.000208384
489.4,0.000108832,489.4,0.000143434,489.4,0.000208372
489.5,0.000108819,489.5,0.000143416,489.5,0.000208359
489.6,0.000108807,489.6,0.000143398,489.6,0.000208347
489.7,0.000108795,489.7,0.00014338,489.7,0.000208335
489.8,0.000108783,489.8,0.000143362,489.8,0.000208323
489.9,0.000108771,489.9,0.000143343,489.9,0.000208311
490,0.000108759,490,0.000143325,490,0.000208299
490.1,0.000108746,490.1,0.000143307,490.1,0.000208287
490.2,0.000108734,490.2,0.000143289,490.2,0.000208275
490.3,0.000108722,490.3,0.000143271,490.3,0.000208263
490.4,0.00010871,490.4,0.000143253,490.4,0.000208251
490.5,0.000108698,490.5,0.000143235,490.5,0.000208239
490.6,0.000108686,490.6,0.000143217,490.6,0.000208227
490.7,0.000108674,490.7,0.000143199,490.7,0.000208215
490.8,0.000108662,490.8,0.000143181,490.8,0.000208203
490.9,0.000108649,490.9,0.000143163,490.9,0.000208191
491,0.000108637,491,0.000143146,491,0.000208179
491.1,0.000108625,491.1,0.000143128,491.1,0.000208167
491.2,0.000108613,491.2,0.00014311,491.2,0.000208155
491.3,0.000108601,491.3,0.000143092,491.3,0.000208143
491.4,0.000108589,491.4,0.000143074,491.4,0.000208131
491.5,0.000108577,491.5,0.000143056,491.5,0.000208119
491.6,0.000108565,491.6,0.000143038,491.6,0.000208108
491.7,0.000108553,491.7,0.00014302,491.7,0.000208096
491.8,0.000108541,491.8,0.000143002,491.8,0.000208084
491.9,0.000108529,491.9,0.000142985,491.9,0.000208072
492,0.000108517,492,0.000142967,492,0.00020806
492.1,0.000108505,492.1,0.000142949,492.1,0.000208048
492.2,0.000108493,492.2,0.000142931,492.2,0.000208036
492.3,0.000108481,492.3,0.000142913,492.3,0.000208024
492.4,0.000108469,492.4,0.000142896,492.4,0.000208012
492.5,0.000108457,492.5,0.000142878,492.5,0.000208001
492.6,0.000108445,492.6,0.00014286,492.6,0.000207989
492.7,0.000108433,492.7,0.000142842,492.7,0.000207977
492.8,0.000108421,492.8,0.000142825,492.8,0.000207965
492.9,0.000108409,492.9,0.000142807,492.9,0.000207953
493,0.000108397,493,0.000142789,493,0.000207941
493.1,0.000108385,493.1,0.000142771,493.1,0.00020793
493.2,0.000108373,493.2,0.000142754,493.2,0.000207918
493.3,0.000108361,493.3,0.000142736,493.3,0.000207906
493.4,0.00010835,493.4,0.000142718,493.4,0.000207894
493.5,0.000108338,493.5,0.000142701,493.5,0.000207883
493.6,0.000108326,493.6,0.000142683,493.6,0.000207871
493.7,0.000108314,493.7,0.000142666,493.7,0.000207859
493.8,0.000108302,493.8,0.000142648,493.8,0.000207847
493.9,0.00010829,493.9,0.00014263,493.9,0.000207836
494,0.000108278,494,0.000142613,494,0.000207824
494.1,0.000108266,494.1,0.000142595,494.1,0.000207812
494.2,0.000108255,494.2,0.000142578,494.2,0.0002078
494.3,0.000108243,494.3,0.00014256,494.3,0.000207789
494.4,0.000108231,494.4,0.000142542,494.4,0.000207777
494.5,0.000108219,494.5,0.000142525,494.5,0.000207765
494.6,0.000108207,494.6,0.000142507,494.6,0.000207754
494.7,0.000108195,494.7,0.00014249,494.7,0.000207742
494.8,0.000108184,494.8,0.000142472,494.8,0.00020773
494.9,0.000108172,494.9,0.000142455,494.9,0.000207719
495,0.00010816,495,0.000142437,495,0.000207707
495.1,0.000108148,495.1,0.00014242,495.1,0.000207695
495.2,0.000108136,495.2,0.000142402,495.2,0.000207684
495.3,0.000108125,495.3,0.000142385,495.3,0.000207672
495.4,0.000108113,495.4,0.000142367,495.4,0.00020766
495.5,0.000108101,495.5,0.00014235,495.5,0.000207649
495.6,0.000108089,495.6,0.000142333,495.6,0.000207637
495.7,0.000108078,495.7,0.000142315,495.7,0.000207626
495.8,0.000108066,495.8,0.000142298,495.8,0.000207614
495.9,0.000108054,495.9,0.00014228,495.9,0.000207602
496,0.000108042,496,0.000142263,496,0.000207591
496.1,0.000108031,496.1,0.000142246,496.1,0.000207579
496.2,0.000108019,496.2,0.000142228,496.2,0.000207568
496.3,0.000108007,496.3,0.000142211,496.3,0.000207556
496.4,0.000107996,496.4,0.000142194,496.4,0.000207545
496.5,0.000107984,496.5,0.000142176,496.5,0.000207533
496.6,0.000107972,496.6,0.000142159,496.6,0.000207522
496.7,0.000107961,496.7,0.000142142,496.7,0.00020751
496.8,0.000107949,496.8,0.000142124,496.8,0.000207498
496.9,0.000107937,496.9,0.000142107,496.9,0.000207487
497,0.000107926,497,0.00014209,497,0.000207475
497.1,0.000107914,497.1,0.000142073,497.1,0.000207464
497.2,0.000107902,497.2,0.000142055,497.2,0.000207452
497.3,0.000107891,497.3,0.000142038,497.3,0.000207441
497.4,0.000107879,497.4,0.000142021,497.4,0.00020743
497.5,0.000107867,497.5,0.000142004,497.5,0.000207418
497.6,0.000107856,497.6,0.000141986,497.6,0.000207407
497.7,0.000107844,497.7,0.000141969,497.7,0.000207395
497.8,0.000107833,497.8,0.000141952,497.8,0.000207384
497.9,0.000107821,497.9,0.000141935,497.9,0.000207372
498,0.000107809,498,0.000141918,498,0.000207361
498.1,0.000107798,498.1,0.000141901,498.1,0.000207349
498.2,0.000107786,498.2,0.000141883,498.2,0.000207338
498.3,0.000107775,498.3,0.000141866,498.3,0.000207327
498.4,0.000107763,498.4,0.000141849,498.4,0.000207315
498.5,0.000107752,498.5,0.000141832,498.5,0.000207304
498.6,0.00010774,498.6,0.000141815,498.6,0.000207292
498.7,0.000107729,498.7,0.000141798,498.7,0.000207281
498.8,0.000107717,498.8,0.000141781,498.8,0.00020727
498.9,0.000107706,498.9,0.000141764,498.9,0.000207258
499,0.000107694,499,0.000141747,499,0.000207247
499.1,0.000107683,499.1,0.00014173,499.1,0.000207236
499.2,0.000107671,499.2,0.000141713,499.2,0.000207224
499.3,0.00010766,499.3,0.000141696,499.3,0.000207213
499.4,0.000107648,499.4,0.000141679,499.4,0.000207202
499.5,0.000107637,499.5,0.000141662,499.5,0.00020719
499.6,0.000107625,499.6,0.000141645,499.6,0.000207179
499.7,0.000107614,499.7,0.000141628,499.7,0.000207168
499.8,0.000107602,499.8,0.000141611,499.8,0.000207156
499.9,0.000107591,499.9,0.000141594,499.9,0.000207145
500,0.000107579,500,0.000141577,500,0.000207134
500.1,0.000107568,500.1,0.00014156,500.1,0.000207123
500.2,0.000107556,500.2,0.000141543,500.2,0.000207111
500.3,0.000107545,500.3,0.000141526,500.3,0.0002071
500.4,0.000107534,500.4,0.000141509,500.4,0.000207089
500.5,0.000107522,500.5,0.000141492,500.5,0.000207078
500.6,0.000107511,500.6,0.000141475,500.6,0.000207066
500.7,0.000107499,500.7,0.000141458,500.7,0.000207055
500.8,0.000107488,500.8,0.000141442,500.8,0.000207044
500.9,0.000107477,500.9,0.000141425,500.9,0.000207033
501,0.000107465,501,0.000141408,501,0.000207022
501.1,0.000107454,501.1,0.000141391,501.1,0.00020701
501.2,0.000107443,501.2,0.000141374,501.2,0.000206999
501.3,0.000107431,501.3,0.000141357,501.3,0.000206988
501.4,0.00010742,501.4,0.000141341,501.4,0.000206977
501.5,0.000107408,501.5,0.000141324,501.5,0.000206966
501.6,0.000107397,501.6,0.000141307,501.6,0.000206954
501.7,0.000107386,501.7,0.00014129,501.7,0.000206943
501.8,0.000107374,501.8,0.000141274,501.8,0.000206932
501.9,0.000107363,501.9,0.000141257,501.9,0.000206921
502,0.000107352,502,0.00014124,502,0.00020691
502.1,0.000107341,502.1,0.000141223,502.1,0.000206899
502.2,0.000107329,502.2,0.000141207,502.2,0.000206888
502.3,0.000107318,502.3,0.00014119,502.3,0.000206876
502.4,0.000107307,502.4,0.000141173,502.4,0.000206865
502.5,0.000107295,502.5,0.000141157,502.5,0.000206854
502.6,0.000107284,502.6,0.00014114,502.6,0.000206843
502.7,0.000107273,502.7,0.000141123,502.7,0.000206832
502.8,0.000107262,502.8,0.000141107,502.8,0.000206821
502.9,0.00010725,502.9,0.00014109,502.9,0.00020681
503,0.000107239,503,0.000141073,503,0.000206799
503.1,0.000107228,503.1,0.000141057,503.1,0.000206788
503.2,0.000107217,503.2,0.00014104,503.2,0.000206777
503.3,0.000107206,503.3,0.000141023,503.3,0.000206766
503.4,0.000107194,503.4,0.000141007,503.4,0.000206755
503.5,0.000107183,503.5,0.00014099,503.5,0.000206744
503.6,0.000107172,503.6,0.000140974,503.6,0.000206733
503.7,0.000107161,503.7,0.000140957,503.7,0.000206722
503.8,0.00010715,503.8,0.000140941,503.8,0.000206711
503.9,0.000107138,503.9,0.000140924,503.9,0.0002067
504,0.000107127,504,0.000140908,504,0.000206689
504.1,0.000107116,504.1,0.000140891,504.1,0.000206678
504.2,0.000107105,504.2,0.000140874,504.2,0.000206667
504.3,0.000107094,504.3,0.000140858,504.3,0.000206656
504.4,0.000107083,504.4,0.000140841,504.4,0.000206645
